Статус,Регистрационен №,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Връзка към сайт библиотеки,Телефон,Факс,E-mail,Председател,Секретар
Действащо,3430,"""Надежда -1962""",ШУМЕН,,СЕЛО ЛОВЕЦ,"""Свобода"",23,,п.к.9869",175718108,http://bibliobg.com/index.php?act=community&do=detail&hash=a4c9d74ab0ae00f11bea8c19d451113ced8737e7,"053965215, 0899391102, 0899374510",-,nadejda_1962.citalicte@abv.bg,Себахтин Али Мехмед,Мийрям Али Мустафа
Действащо,3432,"""Пробуда с.Бисер""",ХАСКОВО,,СЕЛО БИСЕР,"-,п.к.6470",175697557,http://bibliobg.com/index.php?act=community&do=detail&hash=952f3f919e4729dca91272c2fe0914d1aeada166,0876230623,-,chitaliste_biser@abv.bg,Златка Огнянова Ангелова,Теодора Ценева
Действащо,3429,"""Просвета 1935 с.Спанчевци""",МОНТАНА,,СЕЛО СПАНЧЕВЦИ,п.к.3546,000313251,http://bibliobg.com/index.php?act=community&do=detail&hash=e0f1cdc0627b12c8e84a1c358f449501ba5e3a87,0899053881,-,ceckag1968@abv.bg,Цецка Георгиева Георгиева,Катя Тодорова Атанасова
Действащо,3426,"""Нови хоризонти-2009""",ПЕРНИК,,ГРАД ПЕРНИК,"""Радомир"",1,,вх.А,,ет.,2,,офис,10,,п.к.,2300",175699800,http://bibliobg.com/index.php?act=community&do=detail&hash=7e7fd55fd08e786d597c0816cb227ca45ce9df7e,0885984469,-,newhorizons@abv.bg,Светлана Стоилова Панайотова,Владимир Николаев Русев
Действащо,3427,"""Отец Паисий-2008""",ВРАЦА,,ГРАД ВРАЦА,"""Мир"",2,,Кулата",175618385,http://bibliobg.com/index.php?act=community&do=detail&hash=7ceacc53f8fba035d9a0c7376223a155bb1ec442,"0887, 474906",-,chita2008@abv.bg,Любомир Георгиев Ангелов,Анета Ангелова Петрова
Действащо,3428,Родопска лира,СМОЛЯН,,СЕЛО МИХАЛКОВО,-,175721663,http://bibliobg.com/index.php?act=community&do=detail&hash=95bc4de824d03b7f5e4f24224a50ca8cfe96c821,,-,,Петър Димитров Пищалов,-не
Действащо,3424,"""Епископ Йосип Щросмайер - 2009""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"ж.к.,""Света,Троица"",,бл.365,,вх.Б,,ет.6,,ап.34,,р-н,""Илинден"",п.к.1309",175687876,http://bibliobg.com/index.php?act=community&do=detail&hash=2fe816a439525fe2f3328d8b9266a6e23331781c,0886093919,-,trifon_pavlov@abv.bg,Веселин Веселинов Димитров,Трифон Златков Павлов
Действащо,3425,"""Искра с. Гигинци -1952 г.""",ПЕРНИК,,СЕЛО ГИГИНЦИ,"п.к.,2393",000379714,http://bibliobg.com/index.php?act=community&do=detail&hash=017f4cd5df1da8fdac1882b932283a0a4eabac9d,0877326569,-,kniga1952@abv.bg,Златка Мирчева Митова,Пепи Димитров Борисов
Действащо,3423,"""Светлина-Сопица-1932г.""",ПЕРНИК,,СЕЛО СОПИЦА,"п.к.,2378",000380798,http://bibliobg.com/index.php?act=community&do=detail&hash=a4c57fe07202e26b10ea0dff4cf0c14e3c7f3531,0887426258,няма,genadiev_kristiqn_ivailov@abv.bg,Емилия Цанкова Иванчева,Кристиян Ивайлов Генадиев
Действащо,3420,"""Бащино огнище-1970""",СМОЛЯН,,СЕЛО ГОРНА АРДА,"""Боровец"",19,п.к.,4701",175654118,http://bibliobg.com/index.php?act=community&do=detail&hash=bdd3a5e5a66604100beab50e1418f0c288ef049e,,-,ananieva_1971@abv.bg,Елмира Владкова Ананиева,
Действащо,3419,Порив,ВАРНА,,ГРАД ВАРНА,"ул.,""Георги,Живков"",44",175668580,http://bibliobg.com/index.php?act=community&do=detail&hash=4b99c1130c9459c8f3003ea43fefdd1b8cedad39,,,,Доно Цветков Славчев,
Закрито,3422,Порив,ВАРНА,,ГРАД ВАРНА,"район,""Одесос"",,ул.,""Георги,Живков"",44",175668580,http://bibliobg.com/index.php?act=community&do=detail&hash=4b99c1130c9459c8f3003ea43fefdd1b8cedad39,,,,Доно Цветков Славчев,
Действащо,3418,"""Светъл ден -2009""",ВИДИН,,ГРАД ВИДИН,"""Папукджийска"",6,,п.к.3700",105589831,http://bibliobg.com/index.php?act=community&do=detail&hash=012753e2ef3ee6c87dd6e28508cb386b9d07158a,0898375068,-,brightday@abv.bg,Сашо Йотов Генов,Милен Николаев
Действащо,3421,"""Димитър Пешев -1998 г.""",ПЛОВДИВ,,ГРАД ПЛОВДИВ,"""Елба"",3,,р-н,""Източен"",,п.к.4006",115283046,http://bibliobg.com/index.php?act=community&do=detail&hash=bdf10c0cfd841864a14cd19448b732984c46c440,"032622322, 0886253299",-,peshev1998@abv.bg,Асен Антонов Карагьозов,Кочо Славчев Димитров
Действащо,3417,"""Никола К.Савов-1922 г.""",СОФИЯ,,СЕЛО ОСОИЦА,"""Втора"",2,,п.к.2121",000761120,http://bibliobg.com/index.php?act=community&do=detail&hash=5bb9314ab3e285939db8e5230bcd1eee0062098f,"07157, 2240, 0876731497",-,chitalishte.osoitsa@abv.bg,Янка Ангелова Тодорова,Виолета Василева Христова
Действащо,3414,"""Христо Ботев-1934""",БУРГАС,,СЕЛО БИСТРЕЦ,п.к.8334,000963854,http://bibliobg.com/index.php?act=community&do=detail&hash=03f9859df118ba2e12968a51cb077d6bfa17329e,"0885, 807, 109",,bistrec.sredec@abv.bg,Киро Георгиев Киров,Кера Пеева Атанасова
Действащо,3415,"""Саморазвитие-1950""",БУРГАС,,СЕЛО ТЪНКОВО,"""Николай,Лъсков"",24,,п.к.8237",000046282,http://bibliobg.com/index.php?act=community&do=detail&hash=09ce2bf5034ee5c7f5000a676aaac5c46e9c62b4,"0877, 303, 735",,samorazvitie@mail.bg,Катя Николова Желева,Таня Динкова Данчева
Действащо,3412,"""Дебелец-1932 г. - с. Садовик""",ПЕРНИК,,СЕЛО САДОВИК,"п.к.,2387",000380727,http://bibliobg.com/index.php?act=community&do=detail&hash=2950082573a66598a896b3772b34e87623e83330,0897551902,няма,debelets1932@gmail.com,Надя Валериева Миткова,Милен Николаев Миланов
Действащо,3416,"""Наука""",ВРАЦА,,СЕЛО СТОЯНОВЦИ,п.к.3134,106595278,http://bibliobg.com/index.php?act=community&do=detail&hash=9c5f37c0335df6b9a7a5037e53238ffdb9f348a2,0898914082,-,chitalishtenauka@abv.bg,Илица Миланова Ценкова,Цветелина Тодорова Нанова
Действащо,3411,"""Седми юли 2008""",ВЕЛИКО ТЪРНОВО,,ГРАД ВЕЛИКО ТЪРНОВО,"""Йордан,Кулелиев,3,,вх.Б,,п.к.5000",104703926,http://bibliobg.com/index.php?act=community&do=detail&hash=21f764ffffc952e809a651e6e04238938a7f221f,0885699907,-,sedmijuli@abv.bg,Николай Събев Михайлов,-
Действащо,3413,"""Христо Ботев -1921 г.""",РАЗГРАД,,СЕЛО КАРА МИХАЛ,"""Христо,Ботев"",5,,п.к.,7453",000499852,http://bibliobg.com/index.php?act=community&do=detail&hash=e6f6fb86759b7ea4f152c691d7f6ebfd8c99ecaa,"0885815370, 0895819117",,hristobotev1921@abv.bg,Виолета Грозева Вайкова,Нехире Хасан Ферад
Действащо,3398,"""Напредък-2008""",ВАРНА,,СЕЛО КУМАНОВО,п.к.9153,175620354,http://bibliobg.com/index.php?act=community&do=detail&hash=443232b8630f4b1fc2548c880c10152e41a655a3,"0878409760, 0877811530, 0888108363",-,chitalishte_napredak2008@abv.bg,Татяна Дилкова Маринова,Пламена Русанова Маврова
Действащо,3397,Надежда-Стоил войвода,СЛИВЕН,,СЕЛО СТОИЛ ВОЙВОДА,"п.к.,8940",175630099,http://bibliobg.com/index.php?act=community&do=detail&hash=39490dba7827b7cae94caaae82f7d58f90d180c4,0888128193,-,nadegda_st.voevoda_nz@abv.bg,Дони Тодоров Иванов,Радостина Иванова Георгиева
Действащо,3598,"""Иван Вазов-2014""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"ж.к.,""Хаджи,Димитър"",,бл.188,,вх.В,,ет.2,,ап.16,,п.к.1510",176824776,http://bibliobg.com/index.php?act=community&do=detail&hash=46d91bdeef43499952206edeb3f2dff3b2bc7955,0887218292,-,denkov@vazov.info,Орлин Денков Денков,-
Действащо,3597,"""Съгласие-2014""",ВЕЛИКО ТЪРНОВО,,СЕЛО БЛЪСКОВЦИ,"п.к.,5073",176816644,http://bibliobg.com/index.php?act=community&do=detail&hash=0a6b2dabc595d52767b91f2402988d3bcf31f9c0,0879101453,-,syglasie_2014@abv.bg,Альоша Младенов Сербезов,Катя Стоянова Цветкова
Действащо,3596,"""Хамалогика 2014""",БУРГАС,,ГРАД БУРГАС,"Бургас,,ул.""Шейново"",№24,,ет.3",176802986,http://bibliobg.com/index.php?act=community&do=detail&hash=6f77754a70036d5a1a2e3652a71b60d4516d0836,0899942018,-,hamalogika@gmail.com,Маргрета Константинова Костадинова,Росен Георгиев Славов
Действащо,3595,"""Никола Й. Вапцаров - 2014""",БЛАГОЕВГРАД,,СЕЛО ТОПОЛНИЦА,"п.к.,2858",176801076,http://bibliobg.com/index.php?act=community&do=detail&hash=b1d0e2d4e641d4c8abfab97000b2adae860c5da7,,-,venkogeorgiev69@abv.bg,Георги Тодоров Иванов,Венко Илиев Георгиев
Действащо,3594,"""Веда Словена 2014""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"""Ралевица"",14,А,,район,Витоша,,п.к.1616",176798776,http://bibliobg.com/index.php?act=community&do=detail&hash=3c74d850d2b725c77e74946949d9d6a2cef5ac3d,0888831060,-,vedaslovena@gmail.com,Васил Иванов Попов,-
Действащо,3610,"""Добрина-2015""",КЮСТЕНДИЛ,,ГРАД КЮСТЕНДИЛ,"кв.,Герена,,бл.152,,ет.5,,ап.13,,п.к.2500",176916840,http://bibliobg.com/index.php?act=community&do=detail&hash=036e9e2053cdb8e18d6b58f8f50e34da7017b5d7,0898212443,-,ivanstoinev_@abv.bg,Иван Борисов Стойнев,-
Действащо,3609,"""Радост-2015""",СОФИЯ,,СЕЛО КОСТЕНЕЦ,"""Константин,Костенечки"",4,,п.к.2042",176946164,http://bibliobg.com/index.php?act=community&do=detail&hash=288af1fdb90ac3347b4c2c1b6c2cf16a279544fa,0887811287,-,ianchov@gmail.com,Янчо Тодоров Василев,Илина Георгиева Андреева
Действащо,3608,"""Светло бъдеще-2015""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"ж.к.""Връбница,2"",,бл.,632,,вх.,Д,,ет.,11,,ап.48,,п.к.1231",176943435,http://bibliobg.com/index.php?act=community&do=detail&hash=54a41b530973dcc41fd5d3ce7df177154826302e,0889197158,-,svetlo.bydeshte@gmail.com,Божидар Спасов Богданов,Валентина Маринова Венесианова
Действащо,3606,"""Аспарух Лешников-2015""",ХАСКОВО,,ГРАД ХАСКОВО,"""Г.,С.,Раковски"",17,,п.к.6300",176884271,http://bibliobg.com/index.php?act=community&do=detail&hash=5899cbee06ea4ae3b0ce838cba4ccd9cef7042c4,0885208785,-,stiliana.becheva@abv.bg,Стиляна Ангелова,-
Действащо,3607,"""Рома-Стралджа-2015""",ЯМБОЛ,,ГРАД СТРАЛДЖА,"""Н.,Вапцаров"",4,,п.к.8680",176884652,http://bibliobg.com/index.php?act=community&do=detail&hash=4fa7b41299e85e2d3d751e85729080e237bf179a,0878571081,-,dvoivodov2@abv.bg,Димитър Георгиев Войводов,-
Действащо,3605,"""Васил Левски 2015""",МОНТАНА,,СЕЛО ДРАГАНИЦА,"""Първа""44,А,,п.к.3534",176879687,http://bibliobg.com/index.php?act=community&do=detail&hash=b852d7d64b2eb5cee2d7392f27992568fdb34d8a,0877552601,-,grigorova_diana@abv.bg,Боянка Тушова Александрова,-
Действащо,3602,"""Цар Борис Покръстител-2014""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"""Богатица"",10",176845681,http://bibliobg.com/index.php?act=community&do=detail&hash=2d299f9ca757edc662e84ed1610981537672dd3e,,-,,Румен Нейчев Ралчев,-
Действащо,3604,"""Просвета - 2015""",ГАБРОВО,,ГРАД ГАБРОВО,"""Бояна"",18,,кв.,Етър,,п.к.5300",176875596,http://bibliobg.com/index.php?act=community&do=detail&hash=0c2fd837b803d2378a4bc1b9b82753cd12238c37,0896697622,-,milenadoicheva@gmail.com,Милена Донкова Дойчева,Десислав  Илиев
Действащо,3603,"""Христо Ботев-1948""",КЮСТЕНДИЛ,,СЕЛО ПИПЕРКОВ ЧИФЛИК,"""Георги,Димитров"",30,,п.к.,2508",176860167,http://bibliobg.com/index.php?act=community&do=detail&hash=e2c9882751f93dad9b171bc944d72111cf583913,"0882885075, 0895721272",-,chitalishtehrbotevpipchiflik@abv.bg,Стефан Тодоров Котев,Оля Петрова Тодорова
Действащо,3601,"""Богатово - 2015""",СОФИЯ,,СЕЛО ГУРМАЗОВО,"""Младен,Панов"",12,,п.к.2226",176842331,http://bibliobg.com/index.php?act=community&do=detail&hash=a017112e11342cc8bb8634d78e9ad38b98353c3c,"02, 9933172, 0882882010",-,bogatovo2015@abv.bg,Таня Минчева Шуманова,Маргарита Свиленова Колева
Действащо,3600,"""Пролет-2014""",ХАСКОВО,,СЕЛО ДЛЪГНЕВО,п.к.6432,176815414,http://bibliobg.com/index.php?act=community&do=detail&hash=f8b1b2ff588a2e6cd67d9cff4190361191b580c8,"0899270976, 0886053508",-,prolet_s.dlugnevo@abv.bg,Станка Динева Петкова,Недялка Славова Генчева
Действащо,3599,"""НЧ Читалище.то-2014 г.""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"ж.к.Манастирски,ливади,бл.,66,,вх.,Б,,ет.4,,ап.,4,,п.к.1404",176825127,http://bibliobg.com/index.php?act=community&do=detail&hash=c6baa43326d3e801068ed2b6270eaa365ef7e6a7,0988938757,-,avdjiiski@gmail.com,Николай Георгиев Стайков,Любомир Иванов Авджийски
Действащо,3591,"""Победа 1941 година""",ДОБРИЧ,,СЕЛО ГОРИЧАНЕ,"""Пета"",5,,п.к.9688",176794201,http://bibliobg.com/index.php?act=community&do=detail&hash=e68f7eeba54cb4e8b806b189175f3851e32ef1c8,"0898998053, 0889251128",-,chitalishe_gorichane@abv.bg,Мария Маринова Костадинова,Еленка Димитрова Иванова
Действащо,3593,"""Добростан-2014""",ПЛОВДИВ,,СЕЛО ДОБРОСТАН,"""Свобода"",14,,п.к.,4256",176790562,http://bibliobg.com/index.php?act=community&do=detail&hash=6c63066e972b12c48708b50e905dadb17d48bb46,,-,,Мариела Христова Миленкова,Даниела Иванова Данчева
Действащо,3592,"""Делиорман 2014 г.""",РАЗГРАД,,ГРАД РАЗГРАД,"бул.,""България"",21,П,,помещение,5,,ет.,1,,п.к.7200",176793918,http://bibliobg.com/index.php?act=community&do=detail&hash=cecab729449424d98b090c6fb675126a7ef69c76,"0899840373, 0898814502",-,deliorman2014@abv.bg,Айше Ниази Челеби,Хафие Басри
