Номер,Линк,Име на читалище,Град/село,Община,Област
1730,?act=community&do=detail&id=1538&reg_num=1730,Отец Паисий 1897,СЕЛО СПАСОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
1731,?act=community&do=detail&id=1539&reg_num=1731,Стефан Караджа-1942 г.,СЕЛО МАЛИНА,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
1732,?act=community&do=detail&id=1540&reg_num=1732,Възраждане 1928,СЕЛО ИСКРЕЦ,СВОГЕ,СОФИЯ
1733,?act=community&do=detail&id=1541&reg_num=1733,Надежда-1900,СЕЛО ЧАВДАР,ЧАВДАР,СОФИЯ
1734,?act=community&do=detail&id=3224&reg_num=1734,Оборище-1897,СЕЛО ПЕТРИЧ,ЗЛАТИЦА,СОФИЯ
1735,?act=community&do=detail&id=1542&reg_num=1735,Любен Каравелов -1927,СЕЛО КАМЕНИЦА,МИРКОВО,СОФИЯ
1736,?act=community&do=detail&id=1543&reg_num=1736,Просвета -1911г.,ГРАД ГЪЛЪБОВО,ГЪЛЪБОВО,СТАРА ЗАГОРА
1737,?act=community&do=detail&id=1544&reg_num=1737,Отец Паисий-1924 г.,СЕЛО ОБРУЧИЩЕ,ГЪЛЪБОВО,СТАРА ЗАГОРА
1717,?act=community&do=detail&id=1525&reg_num=1717,Васил Левски 1916-с. Кленовик,СЕЛО КЛЕНОВИК,РАДОМИР,ПЕРНИК
1718,?act=community&do=detail&id=1526&reg_num=1718,Съзнание -1927,СЕЛО ВЕСЕЛИНОВО,СМЯДОВО,ШУМЕН
1719,?act=community&do=detail&id=1527&reg_num=1719,Христо Смирненски -1926,СЕЛО ЗДРАВЕЦ,АВРЕН,ВАРНА
1720,?act=community&do=detail&id=1528&reg_num=1720,Зора,СЕЛО ОРЛИЦА,КИРКОВО,КЪРДЖАЛИ
1721,?act=community&do=detail&id=1529&reg_num=1721,Йордан Йовков -1943 село Люляково,СЕЛО ЛЮЛЯКОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
1722,?act=community&do=detail&id=1530&reg_num=1722,Христо Ботев -1908,СЕЛО ЖИТЕН,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
1723,?act=community&do=detail&id=1531&reg_num=1723,Нов живот - 1941,СЕЛО ПРЕСЕЛЕНЦИ,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
1724,?act=community&do=detail&id=1532&reg_num=1724,Светлина-1941,ГРАД ГЕНЕРАЛ ТОШЕВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
1899,?act=community&do=detail&id=1691&reg_num=1899,Светлина 1952 година с. Света Петка,СЕЛО СВЕТА ПЕТКА,ВЕЛИНГРАД,ПАЗАРДЖИК
1900,?act=community&do=detail&id=1692&reg_num=1900,Възраждане-1929,СЕЛО ГОРНО ДРЯНОВО,ГЪРМЕН,БЛАГОЕВГРАД
1901,?act=community&do=detail&id=1693&reg_num=1901,Просвета -1908,СЕЛО БАНЯ,РАЗЛОГ,БЛАГОЕВГРАД
1902,?act=community&do=detail&id=1694&reg_num=1902,Петър Мирчев -1954,ГРАД КЪРДЖАЛИ,КЪРДЖАЛИ,КЪРДЖАЛИ
1903,?act=community&do=detail&id=1695&reg_num=1903,Пробуда-1927г. с.Болярци,СЕЛО БОЛЯРЦИ,САДОВО,ПЛОВДИВ
1904,?act=community&do=detail&id=1696&reg_num=1904,Искра 1936,СЕЛО КАЛУГЕРОВО,СИМЕОНОВГРАД,ХАСКОВО
1905,?act=community&do=detail&id=1697&reg_num=1905,Братя Миладинови -1914,ГРАД ПЕТРИЧ,ПЕТРИЧ,БЛАГОЕВГРАД
1906,?act=community&do=detail&id=1698&reg_num=1906,Никола Й. Вапцаров-1952 г.,СЕЛО НАНОВИЦА,МОМЧИЛГРАД,КЪРДЖАЛИ
1907,?act=community&do=detail&id=1699&reg_num=1907,Просвета-1926,СЕЛО АЛТИМИР,БЯЛА СЛАТИНА,ВРАЦА
1908,?act=community&do=detail&id=1700&reg_num=1908,Надежда-1927,СЕЛО ДОЛНА КАБДА,ПОПОВО,ТЪРГОВИЩЕ
1909,?act=community&do=detail&id=1701&reg_num=1909,Самообразование-1901,СЕЛО ГОЛЯМ ПОРОВЕЦ,ИСПЕРИХ,РАЗГРАД
1910,?act=community&do=detail&id=1702&reg_num=1910,Просвета 1928,СЕЛО ДЪРЖАВА,ЧИРПАН,СТАРА ЗАГОРА
1911,?act=community&do=detail&id=1703&reg_num=1911,Христо Ботев,СЕЛО ДИНКОВИЦА,ВИДИН,ВИДИН
1912,?act=community&do=detail&id=1704&reg_num=1912,Светлина,СЕЛО ПЛАКУДЕР,ВИДИН,ВИДИН
1913,?act=community&do=detail&id=1705&reg_num=1913,П.Р.Славейков -1932г.,СЕЛО НОВА ШИПКА,ДОЛНИ ЧИФЛИК,ВАРНА
1914,?act=community&do=detail&id=1706&reg_num=1914,Кольо Ганчев 1940,ГРАД СТАРА ЗАГОРА,СТАРА ЗАГОРА,СТАРА ЗАГОРА
1915,?act=community&do=detail&id=1707&reg_num=1915,Пробуда-1928,СЕЛО КАЛОТИНА,ДРАГОМАН,СОФИЯ
1916,?act=community&do=detail&id=3043&reg_num=1916,Димитър Цонов-1903,СЕЛО ЛАЗАРОВО,КНЕЖА,ПЛЕВЕН
1917,?act=community&do=detail&id=1708&reg_num=1917,Просвета,ГРАД СИМЕОНОВГРАД,СИМЕОНОВГРАД,ХАСКОВО
1777,?act=community&do=detail&id=3035&reg_num=1777,Светлина -1928,СЕЛО ЛОЗЕН,СТОЛИЧНА,СОФИЯ-ГРАД
1778,?act=community&do=detail&id=1578&reg_num=1778,Бачо Киро,СЕЛО ТЕПЛЕН,ХАДЖИДИМОВО,БЛАГОЕВГРАД
1779,?act=community&do=detail&id=1579&reg_num=1779,Кръстю Сарафов,СЕЛО ИЛИНДЕН,ХАДЖИДИМОВО,БЛАГОЕВГРАД
1781,?act=community&do=detail&id=1580&reg_num=1781,Възраждане-1927,СЕЛО КОПРИВЛЕН,ХАДЖИДИМОВО,БЛАГОЕВГРАД
1782,?act=community&do=detail&id=1581&reg_num=1782,Канев - Пробуда 1924,СЕЛО ГОРНО АБЛАНОВО,БОРОВО,РУСЕ
1783,?act=community&do=detail&id=1582&reg_num=1783,Прогрес -1927 г.,ГРАД ВАРНА,ВАРНА,ВАРНА
1784,?act=community&do=detail&id=1583&reg_num=1784,Алеко Константинов -1928,СЕЛО ПРАВДИНО,СТРАЛДЖА,ЯМБОЛ
1785,?act=community&do=detail&id=1584&reg_num=1785,Пробуда -1896,СЕЛО ГОРСКИ ИЗВОР,ДИМИТРОВГРАД,ХАСКОВО
1786,?act=community&do=detail&id=1585&reg_num=1786,Искра -1926,СЕЛО КАСНАКОВО,ДИМИТРОВГРАД,ХАСКОВО
1787,?act=community&do=detail&id=1586&reg_num=1787,19-ти Февруари-1906,СЕЛО СКРАВЕНА,БОТЕВГРАД,СОФИЯ
1788,?act=community&do=detail&id=1587&reg_num=1788,Светлина-1900,СЕЛО ЛИТАКОВО,БОТЕВГРАД,СОФИЯ
1789,?act=community&do=detail&id=1588&reg_num=1789,Изгрев -1963,СЕЛО ЯМНА,ЕТРОПОЛЕ,СОФИЯ
1790,?act=community&do=detail&id=1589&reg_num=1790,Светлина-1907,ГРАД ЯКОРУДА,ЯКОРУДА,БЛАГОЕВГРАД
1791,?act=community&do=detail&id=1590&reg_num=1791,Христо Ботев-1927,СЕЛО КОМАРЕВО,БЯЛА СЛАТИНА,ВРАЦА
1792,?act=community&do=detail&id=1591&reg_num=1792,Съзнание-1891 г.,ГРАД ИСПЕРИХ,ИСПЕРИХ,РАЗГРАД
1793,?act=community&do=detail&id=1592&reg_num=1793,Развитие -1928 г.,СЕЛО ЛУДОГОРЦИ,ИСПЕРИХ,РАЗГРАД
1794,?act=community&do=detail&id=1593&reg_num=1794,Просвета 1920 г.,СЕЛО СТАРО СЕЛИЩЕ,ИСПЕРИХ,РАЗГРАД
1738,?act=community&do=detail&id=1545&reg_num=1738,Мара Станева -1927 г.,ГРАД ГЪЛЪБОВО,ГЪЛЪБОВО,СТАРА ЗАГОРА
1739,?act=community&do=detail&id=1546&reg_num=1739,Зора-1928г.,СЕЛО МУСАЧЕВО,ГЪЛЪБОВО,СТАРА ЗАГОРА
1740,?act=community&do=detail&id=1547&reg_num=1740,Никола Г. Астаджов-1926,СЕЛО АПРИЛОВО,ГЪЛЪБОВО,СТАРА ЗАГОРА
1741,?act=community&do=detail&id=1548&reg_num=1741,Развитие-1921,СЕЛО МЕДНИКАРОВО,ГЪЛЪБОВО,СТАРА ЗАГОРА
1742,?act=community&do=detail&id=1549&reg_num=1742,Народно самообразование-1925г.,СЕЛО ИСКРИЦА,ГЪЛЪБОВО,СТАРА ЗАГОРА
1743,?act=community&do=detail&id=1550&reg_num=1743,Христо Ботев-1907г.,СЕЛО МЪДРЕЦ,ГЪЛЪБОВО,СТАРА ЗАГОРА
1744,?act=community&do=detail&id=1551&reg_num=1744,Георги Сава Раковски-1921г.,СЕЛО ГЛАВАН,ГЪЛЪБОВО,СТАРА ЗАГОРА
1745,?act=community&do=detail&id=1552&reg_num=1745,Отец Паисий-1937г.,СЕЛО ПОМОЩНИК,ГЪЛЪБОВО,СТАРА ЗАГОРА
1746,?act=community&do=detail&id=1553&reg_num=1746,Стойне Ангелов -1932,СЕЛО БЕЛИ ИСКЪР,САМОКОВ,СОФИЯ
1747,?act=community&do=detail&id=1554&reg_num=1747,Васил Левски-1943,СЕЛО ДОЛНА МАЛИНА,ГОРНА МАЛИНА,СОФИЯ
1748,?act=community&do=detail&id=1555&reg_num=1748,Напредък 1912,СЕЛО РОДИНА,ЗЛАТАРИЦА,ВЕЛИКО ТЪРНОВО
1749,?act=community&do=detail&id=3029&reg_num=1749,Иван Денкоглу-1927,СЕЛО БАЛША,СТОЛИЧНА,СОФИЯ-ГРАД
1750,?act=community&do=detail&id=1556&reg_num=1750,Просвета 1927-Драгаш войвода,СЕЛО ДРАГАШ ВОЙВОДА,НИКОПОЛ,ПЛЕВЕН
1751,?act=community&do=detail&id=1557&reg_num=1751,Просвета 1910,СЕЛО СБОРИЩЕ,ТВЪРДИЦА,СЛИВЕН
1752,?act=community&do=detail&id=1558&reg_num=1752,Н.Й.Вапцаров 1934,СЕЛО МЕНГИШЕВО,ВЪРБИЦА,ШУМЕН
1753,?act=community&do=detail&id=1559&reg_num=1753,Светлина 1928,СЕЛО САВА,ДЪЛГОПОЛ,ВАРНА
1754,?act=community&do=detail&id=3030&reg_num=1754,Народно съзнание 1897,СЕЛО БРЕНИЦА,КНЕЖА,ПЛЕВЕН
1755,?act=community&do=detail&id=1560&reg_num=1755,Иван Вазов -1928,СЕЛО НОВИ ХАН,ЕЛИН ПЕЛИН,СОФИЯ
1756,?act=community&do=detail&id=1561&reg_num=1756,Стоян Богданлийски 1931,СЕЛО ГАБРА,ЕЛИН ПЕЛИН,СОФИЯ
1757,?act=community&do=detail&id=1562&reg_num=1757,Светлина 1926 - Моравица,СЕЛО МОРАВИЦА,МЕЗДРА,ВРАЦА
1846,?act=community&do=detail&id=1640&reg_num=1846,Св.Св.Кирил и Методий -1929,СЕЛО СТОКИТЕ,СЕВЛИЕВО,ГАБРОВО
1847,?act=community&do=detail&id=1641&reg_num=1847,Напредък-1921,СЕЛО ШУМАТА,СЕВЛИЕВО,ГАБРОВО
1848,?act=community&do=detail&id=1642&reg_num=1848,Светлина-1910,СЕЛО ХИРЕВО,СЕВЛИЕВО,ГАБРОВО
1849,?act=community&do=detail&id=1643&reg_num=1849,Пробуда-1872,СЕЛО БАНЯ,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
1850,?act=community&do=detail&id=1644&reg_num=1850,Васил Левски-1925,СЕЛО ЕЛШИЦА,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
1851,?act=community&do=detail&id=1645&reg_num=1851,Искра -1872,СЕЛО ПОПИНЦИ,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
1852,?act=community&do=detail&id=1646&reg_num=1852,Ванчо Пашов-1884,СЕЛО ПОИБРЕНЕ,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
1853,?act=community&do=detail&id=1647&reg_num=1853,Никола Йонков Вапцаров-1927,СЕЛО БЪТА,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
1854,?act=community&do=detail&id=1648&reg_num=1854,Св.Св.Кирил и Методий-1912,СЕЛО ОБОРИЩЕ,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
1855,?act=community&do=detail&id=1649&reg_num=1855,Пробуда-1928,СЕЛО ОСЕН,КРИВОДОЛ,ВРАЦА
1856,?act=community&do=detail&id=1650&reg_num=1856,Съгласие-1869,ГРАД ТЕТЕВЕН,ТЕТЕВЕН,ЛОВЕЧ
1857,?act=community&do=detail&id=1651&reg_num=1857,Васил Априлов 1947,СЕЛО ЧОРБАДЖИЙСКО,КИРКОВО,КЪРДЖАЛИ
1858,?act=community&do=detail&id=1652&reg_num=1858,Н.Й.Вапцаров-1956,СЕЛО КОБИЛЯНЕ,КЪРДЖАЛИ,КЪРДЖАЛИ
1806,?act=community&do=detail&id=1604&reg_num=1806,Пробуда-1909,СЕЛО ХЪРСОВО,НИКОЛА КОЗЛЕВО,ШУМЕН
1807,?act=community&do=detail&id=1605&reg_num=1807,Добруджа-1929г.,СЕЛО РАЗДЕЛНА,БЕЛОСЛАВ,ВАРНА
1808,?act=community&do=detail&id=1606&reg_num=1808,Никола Й. Вапцаров -1894 г.,СЕЛО ТОПОЛОВО,АСЕНОВГРАД,ПЛОВДИВ
1809,?act=community&do=detail&id=1607&reg_num=1809,Надежда -1903,СЕЛО БОЙНИЦА,БОЙНИЦА,ВИДИН
1810,?act=community&do=detail&id=1608&reg_num=1810,Просвета 28.11.1928,СЕЛО ГРАДЕЦ,ВИДИН,ВИДИН
1811,?act=community&do=detail&id=1609&reg_num=1811,Развитие-1968 с.Конуш,СЕЛО КОНУШ,АСЕНОВГРАД,ПЛОВДИВ
1812,?act=community&do=detail&id=1610&reg_num=1812,Никола Йонков Вапцаров-1873 г.,ГРАД ЛЕТНИЦА,ЛЕТНИЦА,ЛОВЕЧ
1813,?act=community&do=detail&id=1611&reg_num=1813,Нов живот-1942,СЕЛО ТЪРНОВЦИ,ТУТРАКАН,СИЛИСТРА
1814,?act=community&do=detail&id=1612&reg_num=1814,Иван Буюклиев 1926г.,СЕЛО ПЧЕЛАРОВО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
1815,?act=community&do=detail&id=1613&reg_num=1815,Учител-1906,СЕЛО СЛЪНЧЕВО,АКСАКОВО,ВАРНА
1816,?act=community&do=detail&id=1614&reg_num=1816,Съзнание -1899,СЕЛО ТИПЧЕНИЦА,МЕЗДРА,ВРАЦА
1817,?act=community&do=detail&id=1615&reg_num=1817,Просвета-1927,СЕЛО ДОБЪРСКО,РАЗЛОГ,БЛАГОЕВГРАД
1918,?act=community&do=detail&id=1709&reg_num=1918,Дружба 1956,СЕЛО ГАБРОВО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
1919,?act=community&do=detail&id=3044&reg_num=1919,Пробуда-1927,СЕЛО ГОРНО БОТЕВО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
1920,?act=community&do=detail&id=3045&reg_num=1920,Христо Смирненски-1952,СЕЛО НЕОФИТ БОЗВЕЛИЕВО,МОМЧИЛГРАД,КЪРДЖАЛИ
1921,?act=community&do=detail&id=3046&reg_num=1921,Неофит Бозвели-1928,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
1922,?act=community&do=detail&id=1710&reg_num=1922,Н.Й.Вапцаров -1920,СЕЛО СОКОЛАРЕ,БЯЛА СЛАТИНА,ВРАЦА
1923,?act=community&do=detail&id=1711&reg_num=1923,Никола Йонков Вапцаров-1936 г.,СЕЛО БОЯНЦИ,АСЕНОВГРАД,ПЛОВДИВ
1924,?act=community&do=detail&id=1712&reg_num=1924,Свети Свети Кирил и Методий-1935 г.-кв. Горни воден,ГРАД АСЕНОВГРАД,АСЕНОВГРАД,ПЛОВДИВ
1925,?act=community&do=detail&id=1713&reg_num=1925,Светлина 1929,СЕЛО ДОЛНО БЕЛЕВО,ДИМИТРОВГРАД,ХАСКОВО
1795,?act=community&do=detail&id=1594&reg_num=1795,Елин Пелин -1930г.,СЕЛО ПОДАЙВА,ИСПЕРИХ,РАЗГРАД
1796,?act=community&do=detail&id=1595&reg_num=1796,Христо Ботев-1900 гр. Вършец,ГРАД ВЪРШЕЦ,ВЪРШЕЦ,МОНТАНА
1797,?act=community&do=detail&id=1596&reg_num=1797,Пробуда -1925,СЕЛО ВОЙНЕЖА,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
1798,?act=community&do=detail&id=1597&reg_num=1798,Никола Йонков Вапцаров-1902,СЕЛО КАЦЕЛОВО,ДВЕ МОГИЛИ,РУСЕ
1799,?act=community&do=detail&id=3036&reg_num=1799,Родолюбие 1927,СЕЛО КРИВИНА,СТОЛИЧНА,СОФИЯ-ГРАД
1800,?act=community&do=detail&id=1598&reg_num=1800,Никола Парапунов -1948,СЕЛО ГРАДЕВО,СИМИТЛИ,БЛАГОЕВГРАД
1801,?act=community&do=detail&id=1599&reg_num=1801,Надежда 1869,ГРАД ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
1802,?act=community&do=detail&id=1600&reg_num=1802,Христо Смирненски -1924г.,ГРАД ДЖЕБЕЛ,ДЖЕБЕЛ,КЪРДЖАЛИ
1803,?act=community&do=detail&id=1601&reg_num=1803,Цвят-1898,СЕЛО УЗУНДЖОВО,ХАСКОВО,ХАСКОВО
1804,?act=community&do=detail&id=1602&reg_num=1804,Христо Ботев -1903,СЕЛО РАДУИЛ,САМОКОВ,СОФИЯ
1805,?act=community&do=detail&id=1603&reg_num=1805,Просвета -1908 г.,СЕЛО ПЪРВЕНЕЦ,СТРАЛДЖА,ЯМБОЛ
1758,?act=community&do=detail&id=3031&reg_num=1758,Подем - Руска Бела 1928,СЕЛО РУСКА БЕЛА,МЕЗДРА,ВРАЦА
1759,?act=community&do=detail&id=1563&reg_num=1759,Светлина -1905г.,СЕЛО БУНОВО,МИРКОВО,СОФИЯ
1760,?act=community&do=detail&id=1564&reg_num=1760,Извор 1873,СЕЛО САМОВОДЕНЕ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
1761,?act=community&do=detail&id=3032&reg_num=1761,Светлина с.Кубратово - 1915,СЕЛО КУБРАТОВО,СТОЛИЧНА,СОФИЯ-ГРАД
1762,?act=community&do=detail&id=1565&reg_num=1762,Христо Ботев-1925,СЕЛО ГАБЕР,ДРАГОМАН,СОФИЯ
1763,?act=community&do=detail&id=3033&reg_num=1763,Димчо Дебелянов-1960,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
1764,?act=community&do=detail&id=1566&reg_num=1764,Христо Ботев 1913,СЕЛО ПРЕЛЕЗ,ЗАВЕТ,РАЗГРАД
1859,?act=community&do=detail&id=1653&reg_num=1859,Иван Вазов -1929,СЕЛО ДОЛНОСЛАВ,АСЕНОВГРАД,ПЛОВДИВ
1860,?act=community&do=detail&id=1654&reg_num=1860,Пробуда -1923 г.- с. Яврово,СЕЛО ЯВРОВО,КУКЛЕН,ПЛОВДИВ
1861,?act=community&do=detail&id=1655&reg_num=1861,Светлина-1894,СЕЛО КОЕВЦИ,СУХИНДОЛ,ВЕЛИКО ТЪРНОВО
1862,?act=community&do=detail&id=1656&reg_num=1862,Родопска искра -1921г.,ГРАД АРДИНО,АРДИНО,КЪРДЖАЛИ
1863,?act=community&do=detail&id=1657&reg_num=1863,Светлина-1928,СЕЛО МАМАРЧЕВО,БОЛЯРОВО,ЯМБОЛ
1864,?act=community&do=detail&id=3041&reg_num=1864,Климент Охридски -1928 г.,СЕЛО КОПИЛОВЦИ,ГЕОРГИ ДАМЯНОВО,МОНТАНА
1865,?act=community&do=detail&id=1658&reg_num=1865,Пробуда-1931,СЕЛО БЕЛИНЦИ,ИСПЕРИХ,РАЗГРАД
1866,?act=community&do=detail&id=1659&reg_num=1866,Просвета-1927 година,СЕЛО АСПАРУХОВО,МЕДКОВЕЦ,МОНТАНА
1867,?act=community&do=detail&id=1660&reg_num=1867,Димитър Полянов-1928,СЕЛО ГОРНИ ЦИБЪР,ВЪЛЧЕДРЪМ,МОНТАНА
1868,?act=community&do=detail&id=1661&reg_num=1868,Съзнание-1927,СЕЛО ВАЗОВО,ИСПЕРИХ,РАЗГРАД
1869,?act=community&do=detail&id=1662&reg_num=1869,Възраждане 1912г.,ГРАД БОЛЯРОВО,БОЛЯРОВО,ЯМБОЛ
1870,?act=community&do=detail&id=1663&reg_num=1870,Просвета -1934,СЕЛО МЪРЧЕВО,БОЙЧИНОВЦИ,МОНТАНА
1871,?act=community&do=detail&id=1664&reg_num=1871,Отец Паисий-1928,СЕЛО СТАРЧЕВО,ПЕТРИЧ,БЛАГОЕВГРАД
1872,?act=community&do=detail&id=1665&reg_num=1872,Анастас Кипиловски -1909,СЕЛО КИПИЛОВО,КОТЕЛ,СЛИВЕН
1873,?act=community&do=detail&id=1666&reg_num=1873,Пробуда -1953,СЕЛО СТРЕЛЦИ,КОТЕЛ,СЛИВЕН
1874,?act=community&do=detail&id=1667&reg_num=1874,Надежда-1869,СЕЛО ГРАДЕЦ,КОТЕЛ,СЛИВЕН
1875,?act=community&do=detail&id=1668&reg_num=1875,Просвета 1919,СЕЛО МОКРЕН,КОТЕЛ,СЛИВЕН
